old_act,old_section,new_act,new_section,mapping_type,notes
IPC-1860,371,BNS-2023,145,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,374,BNS-2023,146,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,304B,BNS-2023,80,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,366,BNS-2023,87,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,312,BNS-2023,88,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,313,BNS-2023,89,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,314,BNS-2023,90,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,315,BNS-2023,91,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,316,BNS-2023,92,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,317,BNS-2023,93,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,318,BNS-2023,94,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,366A,BNS-2023,96,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,369,BNS-2023,97,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,372,BNS-2023,98,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,373,BNS-2023,99,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,375,BNS-2023,63,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,376,BNS-2023,64,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,376AB,BNS-2023,65(2),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,376A,BNS-2023,66,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,376B,BNS-2023,67,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,376C,BNS-2023,68,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,376D,BNS-2023,70,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,376DA,BNS-2023,70(2),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,376E,BNS-2023,71,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,377,BNS-2023,,no_equivalent,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,228A,BNS-2023,72,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,354,BNS-2023,74,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,354A,BNS-2023,75,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,354B,BNS-2023,76,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,354C,BNS-2023,77,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,354D,BNS-2023,78,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,509,BNS-2023,79,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,493,BNS-2023,81,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,494,BNS-2023,82,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,495,BNS-2023,82(2),renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,496,BNS-2023,83,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,497,BNS-2023,,no_equivalent,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
IPC-1860,498,BNS-2023,84,renumbered,"Third-party transcription (advocategandhi.com IPC-to-BNS table) via automated fetch, 2026-07-20 - NOT the primary MHA/BPRD gazette PDF (bprd.nic.in was unreachable from this environment). Spot-check against the official BPRD 'Comparison Summary BNS to IPC' PDF before trusting for citation verification."
